,SKU,order_number,order_date,date_received,provider,brand,product_name,units_ordered,orders_received
1790,NapNPA2103,28-006,2022-08-16 00:00:00,2022-08-18,Natural Pets,Natural Pets,Pollo (BARF) - 500 Grs - Unidad,0,0
1791,NapNPA2104,28-006,2022-08-16 00:00:00,2022-08-18,Natural Pets,Natural Pets,Ternera (BARF) - 500 Grs - Unidad,5,5
1792,NapNPA2111,28-006,2022-08-16 00:00:00,2022-08-18,Natural Pets,Natural Pets,Pollo (BARF) - 500 Grs - 5Pack,2,2
1793,NapNPA2112,28-006,2022-08-16 00:00:00,2022-08-18,Natural Pets,Natural Pets,Ternera (BARF) - 500 Grs - 5Pack,4,4
1794,NapNPA2105,28-008,2022-08-16 00:00:00,2022-08-18,Natural Pets,Natural Pets,Cerdo (BARF) - 500 Grs - Unidad,5,5
1795,NapNPA2103,28-008,2022-08-16 00:00:00,2022-08-18,Natural Pets,Natural Pets,Pollo (BARF) - 500 Grs - Unidad,5,5
1796,NapNPA2104,28-008,2022-08-16 00:00:00,2022-08-18,Natural Pets,Natural Pets,Ternera (BARF) - 500 Grs - Unidad,5,5
1797,NapNPA2107,28-008,2022-08-16 00:00:00,2022-08-18,Natural Pets,Natural Pets,Pollo (BARF) - 1Kg - Unidad,2,2
1798,NapNPA2108,28-008,2022-08-16 00:00:00,2022-08-18,Natural Pets,Natural Pets,Ternera (BARF) - 1Kg - Unidad,8,8
1799,NapNPA2109,28-008,2022-08-16 00:00:00,2022-08-18,Natural Pets,Natural Pets,Cerdo (BARF) - 1Kg - Unidad,7,7
1800,NapNPA2113,28-008,2022-08-16 00:00:00,2022-08-18,Natural Pets,Natural Pets,Cerdo (BARF) - 500 Grs - 5Pack,4,4
1801,NapNPA2111,28-008,2022-08-16 00:00:00,2022-08-18,Natural Pets,Natural Pets,Pollo (BARF) - 500 Grs - 5Pack,4,4
1802,NapNPA2112,28-008,2022-08-16 00:00:00,2022-08-18,Natural Pets,Natural Pets,Ternera (BARF) - 500 Grs - 5Pack,4,4
1803,NapNPA2115,28-008,2022-08-16 00:00:00,2022-08-18,Natural Pets,Natural Pets,Pollo (BARF) - 1Kg - 6Pack,3,3
1804,NapNPA2116,28-008,2022-08-16 00:00:00,2022-08-18,Natural Pets,Natural Pets,Ternera (BARF) - 1Kg - 6Pack,2,2
1805,NapNPA2117,28-008,2022-08-16 00:00:00,2022-08-18,Natural Pets,Natural Pets,Cerdo (BARF) - 1Kg - 6Pack,3,3
1806,OKpOK1936,19-001,2022-08-09 00:00:00,2022-08-18,OKAP,Okap,Cuadrado - L,2,0
1807,OKpOK1948,19-001,2022-08-09 00:00:00,2022-08-18,OKAP,Okap,Twist - L,2,0
1808,OKpOK3934,19-001,2022-08-09 00:00:00,2022-08-18,OKAP,Okap,Cuadrado - S,2,2
1809,OKpOK3940,19-001,2022-08-09 00:00:00,2022-08-18,OKAP,Okap,Ocho - S,2,1
1810,OKpOK3952,19-001,2022-08-09 00:00:00,2022-08-18,OKAP,Okap,Tubo - S,2,1
1811,OKpOK2947,19-001,2022-08-09 00:00:00,2022-08-18,OKAP,Okap,Twist - M,2,2
1812,OKpOK3946,19-001,2022-08-09 00:00:00,2022-08-18,OKAP,Okap,Twist - S,2,1
1813,OKpOK2935,19-001,2022-08-09 00:00:00,2022-08-18,OKAP,Okap,Cuadrado - M,3,3
1814,OKpOK2941,19-001,2022-08-09 00:00:00,2022-08-18,OKAP,Okap,Ocho - M,3,3
1815,OKpOK1954,19-001,2022-08-09 00:00:00,2022-08-18,OKAP,Okap,Tubo - L,2,2
1816,OKpOK2953,19-001,2022-08-09 00:00:00,2022-08-18,OKAP,Okap,Tubo - M,2,2
1817,BapBA1388,02-020,2022-08-16 00:00:00,2022-08-19,Belina,Balance,"Piel y Pelo - 14.97, kg",2,0
1818,BapBA1354,02-020,2022-08-16 00:00:00,2022-08-19,Belina,Balance,"Adulto Cordero y Arroz - 14.97, kg",3,3
1819,BapBA3362,02-020,2022-08-16 00:00:00,2022-08-19,Belina,Balance,"Puppy Raza Pequeña - 2, kg",2,2
1820,NupNS5337,02-020,2022-08-16 00:00:00,2022-08-19,Belina,NutriSource,"Bites Grain Free Salmon - 179, g",12,13
1821,NugNS2308,02-020,2022-08-16 00:00:00,2022-08-19,Belina,NutriSource,"Cat and Kitten Chicken, Salmon and Liver - 7.25, kg",4,4
1822,NupNS2278,02-020,2022-08-16 00:00:00,2022-08-19,Belina,NutriSource,"Chicken And Rice Adulto - 6.8, kg",2,2
1823,NupNS1291,02-020,2022-08-16 00:00:00,2022-08-19,Belina,NutriSource,"Senior (Pollo y Arroz) - 13.6, kg",2,2
1824,NupPV5324,02-020,2022-08-16 00:00:00,2022-08-19,Belina,NutriSource,"Treats Hip and Joint - 179, g",6,6
1825,NupNS5334,02-020,2022-08-16 00:00:00,2022-08-19,Belina,NutriSource,"Treats Salmon - 179, g",12,13
1826,NupNS3274,02-020,2022-08-16 00:00:00,2022-08-19,Belina,NutriSource,"Weight Management (Control de Peso) - 2.27, kg",2,2
1827,ZepZDA1786,08-003,2022-07-17 00:00:00,2022-08-19,DogHood,ZeeDog,Mr. X - Unica,2,2
1828,ZepZDA1791,08-003,2022-07-17 00:00:00,2022-08-19,DogHood,ZeeDog,Cyclops - Unica,2,2
1829,ZepZDA1746,08-003,2022-07-17 00:00:00,2022-08-19,DogHood,ZeeDog,Ella Collar - M,2,2
1830,ZepZDA1779,08-003,2022-07-17 00:00:00,2022-08-19,DogHood,ZeeDog,Super Banana - Unica,2,2
1831,ZepZDA1774,08-003,2022-07-17 00:00:00,2022-08-19,DogHood,ZeeDog,Gotham Pechera Ajustable - M,2,2
1832,ZepZDA1787,08-003,2022-07-17 00:00:00,2022-08-19,DogHood,ZeeDog,Tuff Bowl Black - Unica,1,1
1833,ZepZD11833,08-003,2022-07-17 00:00:00,2022-08-19,DogHood,ZeeDog,"Poop Bags - 60, Bolsas",6,6
1834,SnSZ81860,16-003,2022-08-17 00:00:00,2022-08-19,Full Pets,Snug Arooz,Dragon blanco - Unica,1,1
1835,TrTC11845,16-003,2022-08-17 00:00:00,2022-08-19,Full Pets,Tropiclean,"Champú En Seco De Frutos Rojos Para Gatos - 220, ml",2,2
1836,TrTC11835,16-003,2022-08-17 00:00:00,2022-08-19,Full Pets,Tropiclean,"Aditivo Para El Agua Contra El Mal Aliento - 473, ml",2,2
1837,TrTC11846,16-003,2022-08-17 00:00:00,2022-08-19,Full Pets,Tropiclean,"Removedor De Nudos - 473, ml",2,2
1838,TrTC11848,16-003,2022-08-17 00:00:00,2022-08-19,Full Pets,Tropiclean,"Removedor De Manchas Por Lágrimas Y Bigotes - 236, ml",2,2
1839,SnSZ81862,16-003,2022-08-17 00:00:00,2022-08-19,Full Pets,Snug Arooz,Olivia - Pulpo - Unica,1,0
1840,UrUO11854,16-003,2022-08-17 00:00:00,2022-08-19,Full Pets,Urine Off,"Urine Off para Superficies - Perros - 118, ml",2,2
1841,PhPPZA1992,25-004,2022-08-17 00:00:00,2022-08-19,Philozoo,Philozoo,Botella On The Go - Gris,2,2
1842,PhPPZA1991,25-004,2022-08-17 00:00:00,2022-08-19,Philozoo,Philozoo,Botella On The Go - Celeste,2,2
1843,PhPPZA1990,25-004,2022-08-17 00:00:00,2022-08-19,Philozoo,Philozoo,Botella On The Go - Rosado,2,2
1844,PhPPZA1993,25-004,2022-08-17 00:00:00,2022-08-19,Philozoo,Philozoo,Botella On The Go - Verde,2,2
1845,PhpPZA2028,25-004,2022-08-17 00:00:00,2022-08-19,Philozoo,Philozoo,"LIMPIADOR DE PATITAS - Anaranjado, S",2,2
1846,PhpPZA2026,25-004,2022-08-17 00:00:00,2022-08-19,Philozoo,Philozoo,"LIMPIADOR DE PATITAS - Celeste, S",2,2
1847,PhpPZA1986,25-004,2022-08-17 00:00:00,2022-08-19,Philozoo,Philozoo,LICKING PAD - Rosado,2,2
1848,PhpPZA1987,25-004,2022-08-17 00:00:00,2022-08-19,Philozoo,Philozoo,LICKING PAD - Morado,2,2
1849,PhpPZA1988,25-004,2022-08-17 00:00:00,2022-08-19,Philozoo,Philozoo,LICKING PAD - Celeste,2,2
1850,PhpPZA1989,25-004,2022-08-17 00:00:00,2022-08-19,Philozoo,Philozoo,LICKING PAD - Menta,2,2
1851,PhpPZA1995,25-004,2022-08-17 00:00:00,2022-08-19,Philozoo,Philozoo,Cama Puff Multi Color,2,2
1852,PhpPZA2121,25-004,2022-08-17 00:00:00,2022-08-19,Philozoo,Philozoo,Platos Obstáculos Espiral - Rosado,2,2
1853,PhdPZ2203,25-004,2022-08-17 00:00:00,2022-08-19,Philozoo,Philozoo,Cinturon Para Carro Negro,2,2
1854,PhdPZ2201,25-004,2022-08-17 00:00:00,2022-08-19,Philozoo,Philozoo,Cinturon Para Carro Azul,2,2
1855,PhdPZ2202,25-004,2022-08-17 00:00:00,2022-08-19,Philozoo,Philozoo,Cinturon Para Carro Rosado,2,2
1856,MapQP1744,05-005,2022-08-16 00:00:00,2022-08-19,Repagro,MasQPets,"Long Bully Stick - 4, Unidades",6,0
1857,MapQP1737,05-005,2022-08-16 00:00:00,2022-08-19,Repagro,MasQPets,Flat Pork Bone - Unica,6,10
1858,MapQP3738,05-005,2022-08-16 00:00:00,2022-08-19,Repagro,MasQPets,"Higado Cerdo Para Perro - 100, g",6,9
1859,MapQP3733,05-005,2022-08-16 00:00:00,2022-08-19,Repagro,MasQPets,"Angus Strips - 80, g",6,6
1860,MapQP1731,05-005,2022-08-16 00:00:00,2022-08-19,Repagro,MasQPets,Oreja Angus - Unica,6,6
1861,NOgCL2768,05-005,2022-08-16 00:00:00,2022-08-19,Repagro,NOBA,"Arena Aroma Lavanda - 6, kg",2,2
1862,MapQP3756,05-005,2022-08-16 00:00:00,2022-08-19,Repagro,MasQPets,"Strips - 100, g",4,4
1863,MapQP1745,05-005,2022-08-16 00:00:00,2022-08-19,Repagro,MasQPets,Long Pork Bone - Unica,6,6
1864,MapQP3755,05-005,2022-08-16 00:00:00,2022-08-19,Repagro,MasQPets,Snacks Mixtos - Surtido,6,3
1865,MapQP3741,05-005,2022-08-16 00:00:00,2022-08-19,Repagro,MasQPets,"Jerky Bites - 100, g",6,6
1866,MapQP3753,05-005,2022-08-16 00:00:00,2022-08-19,Repagro,MasQPets,"Premios - 100, g",6,5
1867,MapQP1747,05-005,2022-08-16 00:00:00,2022-08-19,Repagro,MasQPets,"Long Roll - 2, Unidades",6,6
1868,RogRC21361,22-004,2022-08-17 00:00:00,2022-08-19,Royal Canin,Royal Canin,"Gatos Adultos Indoor - 4, kg",2,2
1869,RopRC31386,22-004,2022-08-17 00:00:00,2022-08-19,Royal Canin,Royal Canin,"Mini Cachorros - 4, kg",1,1
1870,RogRC31271,22-004,2022-08-17 00:00:00,2022-08-19,Royal Canin,Royal Canin,"Gatos Renal - 2, kg",1,1
1871,MPpMP91509,18-004,2022-08-05 00:00:00,2022-08-22,Mundo Pet,M Pets,"Juego De Platos De Acero Doble - 470, ml",1,0
1872,MPgMP1711,18-004,2022-08-05 00:00:00,2022-08-22,Mundo Pet,M Pets,Rascador Portland - Unica,1,0
1873,MPpMP11532,18-004,2022-08-05 00:00:00,2022-08-22,Mundo Pet,M Pets,Puppy Pads 60x60CM - 25 uds,2,0
1874,MPpMP11712,18-004,2022-08-05 00:00:00,2022-08-22,Mundo Pet,M Pets,"Dispensador Bolsas Bamboo - 15, Bolsas",4,4
1875,MPpMP11713,18-004,2022-08-05 00:00:00,2022-08-22,Mundo Pet,M Pets,"Bolsas Bio Sin Aroma - 60, Bolsas",6,6
1876,MPgMP8376Ro,18-004,2022-08-05 00:00:00,2022-08-22,Mundo Pet,M Pets,"Loofa Para Gato 10"" - Rojo",1,1
1877,MPgMP8373Ver,18-004,2022-08-05 00:00:00,2022-08-22,Mundo Pet,M Pets,"Loofa Para Gato 10"" - Verde",1,1
1878,MPpMP91505,18-004,2022-08-05 00:00:00,2022-08-22,Mundo Pet,M Pets,"Plato Plástico Antideslizante - 1150, ml",2,2
1879,MPpMP81332Mo,18-004,2022-08-05 00:00:00,2022-08-22,Mundo Pet,M Pets,Juguete Hueso Júpiter Transparente - Morado,2,2
1880,OlpOPA1818,18-004,2022-08-05 00:00:00,2022-08-22,Mundo Pet,Old Prince,"Adulto Toda Razas Proteína Cerdo - 15, kg",3,0
1881,OlpOPA1814,18-004,2022-08-05 00:00:00,2022-08-22,Mundo Pet,Old Prince,"Adulto Razas Medianas Y Grandes (Cordero) - 3, kg",3,3
1882,OlpOPA1815,18-004,2022-08-05 00:00:00,2022-08-22,Mundo Pet,Old Prince,"Adulto Razas Pequeñas (Cordero) - 3, kg",3,3
1883,OlpOPA1819,18-004,2022-08-05 00:00:00,2022-08-22,Mundo Pet,Old Prince,"Adulto Toda Razas Proteína Cerdo - 3, kg",0,15
1884,WapWD51884,18-004,2022-08-05 00:00:00,2022-08-22,Mundo Pet,Waldo,"Treats Semi Húmedo Hearts Tarro - 500, g",2,0
1885,WagWD51236,18-004,2022-08-05 00:00:00,2022-08-22,Mundo Pet,Waldo,"Treats Jarra Para Gato - 500, g",2,0
1886,WapWD51885,18-004,2022-08-05 00:00:00,2022-08-22,Mundo Pet,Waldo,"Treats Semi Humedo Mix - 150, g",6,6
1887,WapWD51888,18-004,2022-08-05 00:00:00,2022-08-22,Mundo Pet,Waldo,"Treats Biscuits - 150, g",6,7
1888,WapWD51886,18-004,2022-08-05 00:00:00,2022-08-22,Mundo Pet,Waldo,"Treats Semi Húmedo Pollo - 150, g",6,6
1889,ScgSD31498,06-012,2022-08-17 00:00:00,2022-08-22,Vetim,Hills,"i/d® Feline - 1.81, kg",2,0
1890,ScgSD31578,06-012,2022-08-17 00:00:00,2022-08-22,Vetim,Hills,"Adult Chicken - 1.81, kg",2,2
1891,ScgSD31579,06-012,2022-08-17 00:00:00,2022-08-22,Vetim,Hills,"Adult Chicken - 3.18, kg",4,4
1892,ScgSD31587,06-012,2022-08-17 00:00:00,2022-08-22,Vetim,Hills,Feline Adult Skin+Stomach 1.58 Kg*,2,2
1893,ScgSD31589,06-012,2022-08-17 00:00:00,2022-08-22,Vetim,Hills,"Senior 7+ Hairball Control - 1.58, kg",2,2
1894,ScgSD41499,06-012,2022-08-17 00:00:00,2022-08-22,Vetim,Hills,Feline K/D 156 Gr *,10,0
1895,ScpSD11465,06-012,2022-08-17 00:00:00,2022-08-22,Vetim,Hills,"k/d Canine - 12.5, kg",2,2
1896,ScpSD11472,06-012,2022-08-17 00:00:00,2022-08-22,Vetim,Hills,"r/d® Canine - 12.5, kg",2,0
1897,ScpSD11480,06-012,2022-08-17 00:00:00,2022-08-22,Vetim,Hills,"w/d® Canine - 12.5, kg",1,1
1898,ScpSD11490,06-012,2022-08-17 00:00:00,2022-08-22,Vetim,Hills,"Metabolic Canine - 12.5, kg",1,1
1899,ScpSD21528,06-012,2022-08-17 00:00:00,2022-08-22,Vetim,Hills,"Adult Small Bites Chicken And Barley - 6.8, kg",2,2
1900,ScpSD31439,06-012,2022-08-17 00:00:00,2022-08-22,Vetim,Hills,"c/d® Multicare Canine - 3.86, kg",2,2
1901,ScpSD31454,06-012,2022-08-17 00:00:00,2022-08-22,Vetim,Hills,"Pd Canine I/D Small Bites - 1.5, kg",2,2
1902,ScpSD31455,06-012,2022-08-17 00:00:00,2022-08-22,Vetim,Hills,"Pd Canine I/D Small Bites - 3.17, kg",2,2
1903,ScpSD31463,06-012,2022-08-17 00:00:00,2022-08-22,Vetim,Hills,"k/d Canine - 3.85, kg",2,2
1904,ScpSD31478,06-012,2022-08-17 00:00:00,2022-08-22,Vetim,Hills,"w/d® Canine - 3.85, kg",2,2
1905,ScpSD31547,06-012,2022-08-17 00:00:00,2022-08-22,Vetim,Hills,Canine Light 2.26 Kg *,2,2
1906,ScpSD41436,06-012,2022-08-17 00:00:00,2022-08-22,Vetim,Hills,"Canine And Feline A/D - 156, g",10,12
1907,ScpSDW2199,06-012,2022-08-17 00:00:00,2022-08-22,Vetim,Hills,Canine I/D Ckn&Vgstew,12,12
1908,ScpSDW2200,06-012,2022-08-17 00:00:00,2022-08-22,Vetim,Hills,Canine I/D Low Fat Stew,12,12
1909,PupAL216,02-009,2022-08-17 00:00:00,2022-08-23,Purina,Alpo,"Adulto Recetas Caseras - 10, kg",3,3
1910,PupCH221,02-009,2022-08-17 00:00:00,2022-08-23,Purina,#ERROR!,"Adulto Razas Medianas y Grandes - 7.5, kg",2,2
1911,PupCH331,02-009,2022-08-17 00:00:00,2022-08-23,Purina,Dog Chow,"Dog Chow Adulto Razas Minis y Pequeños - 4, kg",2,2
1912,PupCH345,02-009,2022-08-17 00:00:00,2022-08-23,Purina,Dog Chow,"Dog Chow Cachorro Razas Minis y Pequeños - 2, kg",3,3
1913,PupCH686,02-009,2022-08-17 00:00:00,2022-08-23,Purina,Dog Chow,"Alimento Húmedo Adultos Pavo - 100, g",6,6
1914,PupCH688,02-009,2022-08-17 00:00:00,2022-08-23,Purina,Dog Chow,"Alimento Húmedo Adultos Pollo y Carne - 100, g",6,6
1915,PugFF4104,02-009,2022-08-17 00:00:00,2022-08-23,Purina,Fancy Feast,"Alimento Húmedo En Lata Tuna - 85, g",12,0
1916,PugFX473,02-009,2022-08-17 00:00:00,2022-08-23,Purina,Felix,"Alimento Húmedo Paté Salmón - 156, g",6,6
1917,PupPP1407,02-009,2022-08-17 00:00:00,2022-08-23,Purina,Pro Plan,"Pro Plan Cachorro Raza Mediana - 13, kg",2,0
1918,PupPP1409,02-009,2022-08-17 00:00:00,2022-08-23,Purina,Pro Plan,"Pro Plan Cachorro Sensitive Skin - 13, kg",2,2
1919,PupPP1410,02-009,2022-08-17 00:00:00,2022-08-23,Purina,Pro Plan,"Pro Plan Cachorro Razas Grandes - 13, kg",3,3
1920,PupPP1411,02-009,2022-08-17 00:00:00,2022-08-23,Purina,Pro Plan,"Pro Plan Adulto Razas Grandes - 13, kg",2,0
1921,PupPP3430,02-009,2022-08-17 00:00:00,2022-08-23,Purina,Pro Plan,"Pro Plan Adulto Raza Mediana - 3, kg",2,2
1922,PupPP3431,02-009,2022-08-17 00:00:00,2022-08-23,Purina,Pro Plan,"Pro Plan Adulto Razas Grandes - 3, kg",2,0
1923,PupAL569,02-009,2022-08-17 00:00:00,2022-08-23,Purina,T-Bonz,"T-Bonz Porterhouse Dog Treats - 283, g",2,2
1924,KopKG2073,01-019,2022-08-22 00:00:00,2022-08-23,Yanyunis,Kong,Extreme - L,2,0
1925,TapPR3151,01-019,2022-08-22 00:00:00,2022-08-23,Yanyunis,Taste Of The Wild,"Prey Turkey (Pavo) - 4, kg",1,0
1926,TapPR3153,01-019,2022-08-22 00:00:00,2022-08-23,Yanyunis,Taste Of The Wild,"Prey Angus Beef Dogs (Carne de Res Angus) - 3.63, kg",3,0
1927,DipDN2159,01-019,2022-08-22 00:00:00,2022-08-23,Yanyunis,Diamond,"Skin And Coat Grain Free Salmon And Potato All Life Stages - 6.8, kg",2,2
1928,DipDN1164,01-019,2022-08-22 00:00:00,2022-08-23,Yanyunis,Diamond,"Lamb And Rice - 18.1, kg",2,2
1929,DipDN2163,01-019,2022-08-22 00:00:00,2022-08-23,Yanyunis,Diamond,"Lamb And Rice - 9.1, kg",2,2
1930,TapTW1145,01-019,2022-08-22 00:00:00,2022-08-23,Yanyunis,Taste Of The Wild,"Tow Ancient Prairie (Bisonte Asado y Venado Asado) - 12.7, kg",2,2
1931,TapTW1120,01-019,2022-08-22 00:00:00,2022-08-23,Yanyunis,Taste Of The Wild,"Pacific Stream (Salmón Ahumado) - 12.7, kg",2,2
1932,TapTW1124,01-019,2022-08-22 00:00:00,2022-08-23,Yanyunis,Taste Of The Wild,"Pacific Stream Puppy (Salmón Ahumado) - 12.7, kg",2,2
1933,TapTW1134,01-019,2022-08-22 00:00:00,2022-08-23,Yanyunis,Taste Of The Wild,"Sierra Mountain (Cordero Rostizado) - 12.7, kg",2,2
1934,TapTW1149,01-019,2022-08-22 00:00:00,2022-08-23,Yanyunis,Taste Of The Wild,"Tow Ancient Mountain (Cordero Asado) - 12.7, kg",2,2
1935,TagTW3204,01-019,2022-08-22 00:00:00,2022-08-23,Yanyunis,Taste Of The Wild,"Lowland Feline (Codorniz Asada y Pato Asado) - 2.3, kg",2,2
1936,VipVC31328,07-009,2022-08-09 00:00:00,2022-08-25,Virbac,Virbac,"Dog Urology Dissolution & Prevention - 3, kg",3,3
1937,VipVC31326,07-009,2022-08-09 00:00:00,2022-08-25,Virbac,Virbac,"Dog Kidney Support - 3, kg",2,2
1938,VipVC31681,07-009,2022-08-09 00:00:00,2022-08-25,Virbac,Virbac,"Senior Dog Small & Toy - 3, kg",3,3
1939,PeAMi2134,29-001,2022-08-12 00:00:00,2022-08-29,Petguel,Petguel,Caserola de Carne 500g - Unidad,3,3
1940,PeAMi2135,29-001,2022-08-12 00:00:00,2022-08-29,Petguel,Petguel,Caserola de Cerdo 500g - Unidad,2,2
1941,PeAMi2136,29-001,2022-08-12 00:00:00,2022-08-29,Petguel,Petguel,Caserola de Pollo 500g - Unidad,3,3
1942,PeAMi2134,29-002,2022-08-12 00:00:00,2022-08-29,Petguel,Petguel,Caserola de Carne 500g - Unidad,3,3
1943,PeAMi2135,29-002,2022-08-12 00:00:00,2022-08-29,Petguel,Petguel,Caserola de Cerdo 500g - Unidad,3,3
1944,PeAMi2136,29-002,2022-08-12 00:00:00,2022-08-29,Petguel,Petguel,Caserola de Pollo 500g - Unidad,2,2
1945,PupBE215,04-010,2022-08-23 00:00:00,2022-08-29,Purina,Beneful,"Salud Radiante Adulto Salmon - 10, kg",2,2
1946,PupDL5461,04-010,2022-08-23 00:00:00,2022-08-29,Purina,Dentalife,"Perro Grande - 221, g",2,2
1947,PupDL5463,04-010,2022-08-23 00:00:00,2022-08-29,Purina,Dentalife,"Perro Mini - 193, g",2,2
1948,PupCH110,04-010,2022-08-23 00:00:00,2022-08-29,Purina,#ERROR!,"Adulto Razas Medianas y Grandes - 13, kg",2,2
1949,PupCH690,04-010,2022-08-23 00:00:00,2022-08-29,Purina,Dog Chow,"Alimento Húmedo Adultos Cordero - 100, g",6,6
1950,PupCH691,04-010,2022-08-23 00:00:00,2022-08-29,Purina,Dog Chow,"Alimento Húmedo Adultos Carne - 100, g",6,6
1951,PugFF4104,04-010,2022-08-23 00:00:00,2022-08-29,Purina,Fancy Feast,"Alimento Húmedo En Lata Tuna - 85, g",12,0
1952,PugFF496,04-010,2022-08-23 00:00:00,2022-08-29,Purina,Fancy Feast,"Alimento Húmedo En Lata Turkey in Gravy Sliced - 85, g",12,0
1953,PugFX477,04-010,2022-08-23 00:00:00,2022-08-29,Purina,Felix,"Alimento Húmedo Paté de Pavo y Menudencias - 156, g",6,6
1954,PugFX6111,04-010,2022-08-23 00:00:00,2022-08-29,Purina,Felix,Alimento Húmedo Gatitos Pescado - 85 g - Unidad,12,0
1955,PugFX6112,04-010,2022-08-23 00:00:00,2022-08-29,Purina,Felix,Alimento Húmedo Gatitos Pollo - 85 g - Unidad,12,0
1956,PugFXW2204,04-010,2022-08-23 00:00:00,2022-08-29,Purina,Felix,"Alimento Húmedo Casserola de Atún - 85, g",0,12
1957,PupPP1407,04-010,2022-08-23 00:00:00,2022-08-29,Purina,Pro Plan,"Pro Plan Cachorro Raza Mediana - 13, kg",3,3
1958,PupPP1411,04-010,2022-08-23 00:00:00,2022-08-29,Purina,Pro Plan,"Pro Plan Adulto Razas Grandes - 13, kg",2,0
1959,PupPP3431,04-010,2022-08-23 00:00:00,2022-08-29,Purina,Pro Plan,"Pro Plan Adulto Razas Grandes - 3, kg",2,0
1960,RogRC31270,22-005,2022-08-27 00:00:00,2022-08-30,Royal Canin,Royal Canin,"Gatos Hairball - 2, kg",2,2
1961,RogRC31375,22-005,2022-08-27 00:00:00,2022-08-30,Royal Canin,Royal Canin,"Gatitos Kitten - 4, kg",1,1
1962,RopRC31288,22-005,2022-08-27 00:00:00,2022-08-30,Royal Canin,Royal Canin,"Dog Hepatic - 1,5 Kg",1,1
1963,RopRC31421,22-005,2022-08-27 00:00:00,2022-08-30,Royal Canin,Royal Canin,"Rc Perros Hipo Small - 3,5 Kg",1,1
1964,ScgSD31498,06-013,2022-08-26 00:00:00,2022-08-30,Vetim,Hills,"i/d® Feline - 1.81, kg",2,0
1965,ScgSD31577,06-013,2022-08-26 00:00:00,2022-08-30,Vetim,Hills,"Kitten Chicken - 3.18, kg",2,2
1966,ScpSD11441,06-013,2022-08-26 00:00:00,2022-08-30,Vetim,Hills,"c/d® Multicare Canine - 12.5, kg",2,2
1967,ScpSD11472,06-013,2022-08-26 00:00:00,2022-08-30,Vetim,Hills,"r/d® Canine - 12.5, kg",2,0
1968,ScpSD11490,06-013,2022-08-26 00:00:00,2022-08-30,Vetim,Hills,"Metabolic Canine - 12.5, kg",2,2
1969,ScpSD21528,06-013,2022-08-26 00:00:00,2022-08-30,Vetim,Hills,"Adult Small Bites Chicken And Barley - 6.8, kg",2,2
1970,ScpSD21555,06-013,2022-08-26 00:00:00,2022-08-30,Vetim,Hills,"Senior 7+ Small Bites Chicken Meal, Barley & Rice - 6.8, kg",2,2
1971,DipDi1179,01-020,2022-08-30 00:00:00,2022-08-31,Yanyunis,Diamond,"Pro 89 - 18, kg",2,2
1972,DipDN1164,01-020,2022-08-30 00:00:00,2022-08-31,Yanyunis,Diamond,"Lamb And Rice - 18.1, kg",2,2
1973,DipDc2194,01-020,2022-08-30 00:00:00,2022-08-31,Yanyunis,Diamond,"Weight Management Formula For Adult Dogs - 11.3, kg",2,2
1974,DigDN3201,01-020,2022-08-30 00:00:00,2022-08-31,Yanyunis,Diamond,"Diamond Maintenance Cat - 2.7, kg",2,2
1975,DipDN2205,01-020,2022-08-30 00:00:00,2022-08-31,Yanyunis,Diamond,"Diamond All Life Stages Dog Chicken & Rice Formula  - 18.1, kg",2,1
1976,TagTW3208,01-020,2022-08-30 00:00:00,2022-08-31,Yanyunis,Taste Of The Wild,"Rocky Mountain Feline (Venado Asado y Salmón Ahumado) - 2.3, kg",3,3
1977,TapTW2123,01-020,2022-08-30 00:00:00,2022-08-31,Yanyunis,Taste Of The Wild,"Pacific Stream Puppy (Salmón Ahumado) - 6.4, kg",2,2
1978,TapTW3132,01-020,2022-08-30 00:00:00,2022-08-31,Yanyunis,Taste Of The Wild,"Sierra Mountain (Cordero Rostizado) - 2.3, kg",2,2
1979,DipDc3195,01-020,2022-08-30 00:00:00,2022-08-31,Yanyunis,Diamond,"Weight Management Formula For Adult Dogs - 3.6, kg",2,2
1980,TapPR3151,01-020,2022-08-30 00:00:00,2022-08-31,Yanyunis,Taste Of The Wild,"Prey Turkey (Pavo) - 4, kg",2,0
1981,TapPR3153,01-020,2022-08-30 00:00:00,2022-08-31,Yanyunis,Taste Of The Wild,"Prey Angus Beef Dogs (Carne de Res Angus) - 3.63, kg",3,0
1982,TagPR3158,01-020,2022-08-30 00:00:00,2022-08-31,Yanyunis,Taste Of The Wild,"Prey Angus Cats (Carne de Res Angus) - 3, kg",2,0
1983,TapPR1156,01-020,2022-08-30 00:00:00,2022-08-31,Yanyunis,Taste Of The Wild,"Prey Trout (Trucha) - 11, kg",2,0
1984,TapPR3155,01-020,2022-08-30 00:00:00,2022-08-31,Yanyunis,Taste Of The Wild,"Prey Trout (Trucha) - 4, kg",2,0
1985,1spFC1796,03-021,2022-08-26 00:00:00,2022-09-01,Herrera y Elizondo,1st CHOICE,"Adulto Toda Raza Hipoalergenico (Papa y Pato) - 11, kg",7,7
1986,ArpAT11032,03-021,2022-08-26 00:00:00,2022-09-01,Herrera y Elizondo,ArtriTabs,"Extra Fuerte - 60, tab",6,7
