Supplier,Pets,Category,Brand,SKU,Inital_Stock,Received,Shipped,Stock,Active,Paused,Reserved_Autoship_quantity,Autoship_stock_status
Yanyunis,cat,Food,Taste Of the Wild,TagTW3206,-1.0,24,17,6,0,1,1,Available
Yanyunis,cat,Food,Taste Of the Wild,TagTW2207,0.0,32,27,5,3,1,4,Available
Yanyunis,cat,Food,Taste Of the Wild,TagTW3208,1.0,26,23,4,4,0,4,Reserve Now
Yanyunis,cat,Food,Taste Of the Wild,TagTW2209,0.0,16,11,5,1,0,1,Available
Yanyunis,dog,Food,PREY,TapPR3151,-1.0,7,4,2,1,0,1,Available
nan,,,nan,TapPR1152,0.0,0,0,0,0,0,0,
nan,,,nan,TapPR1154,0.0,0,0,0,0,0,0,
Yanyunis,dog,Food,PREY,TapPR3155,0.0,3,3,0,0,0,0,
Yanyunis,dog,Food,PREY,TapPR1156,0.0,3,2,1,0,0,0,
nan,,,nan,WHgWK3239,0.0,0,0,0,0,0,0,
nan,,,nan,WHgWK6240,0.0,0,0,0,0,0,0,
nan,,,nan,WHgWK3242,0.0,0,0,0,0,0,0,
BELINA,dog,Food,Pure Vita,NupPV3263,0.0,13,11,2,2,0,2,Reserve Now
nan,,,nan,NupPV2262,0.0,0,0,0,0,0,0,
BELINA,dog,Food,Pure Vita,NupPV1261,0.0,11,9,2,2,0,2,Reserve Now
BELINA,dog,Food,Pure Vita,NupPV3268,0.0,3,2,1,0,0,0,
nan,,,nan,NupPV2267,0.0,0,0,0,0,0,0,
BELINA,dog,Food,Pure Vita,NupPV1266,0.0,4,3,1,1,0,1,Reserve Now
BELINA,cat,Food,NutriSource,NugNS2308,0.0,50,47,3,8,0,8,Reserve Now
BELINA,cat,Food,NutriSource,NugNS3307,0.0,20,18,2,1,0,1,Available
BELINA,cat,Food,NutriSource,NugNS2306,-1.0,23,19,3,3,0,3,Reserve Now
BELINA,dog,Food,NutriSource,NupNS3274,0.0,24,21,3,1,0,1,Available
nan,,,nan,NupNS1272,0.0,0,0,0,0,0,0,
BELINA,dog,Food,NutriSource,NupNS2278,0.0,20,16,4,3,0,3,Available
BELINA,dog,Food,NutriSource,NupNS1277,-1.0,34,28,5,4,0,4,Available
BELINA,dog,Food,NutriSource,NupNS3285,1.0,37,35,3,0,0,0,
BELINA,dog,Food,NutriSource,NupNS2284,0.0,23,20,3,4,1,5,Reserve Now
nan,,,nan,NupNS1283,-2.0,2,0,0,0,0,0,
BELINA,dog,Food,NutriSource,NupNS3289,-1.0,28,25,2,3,4,7,Reserve Now
nan,,,nan,NupNS2288,0.0,0,0,0,0,0,0,
BELINA,dog,Food,NutriSource,NupNS1287,1.0,69,65,5,3,1,4,Available
BELINA,dog,Food,NutriSource,NupNS3293,2.0,28,29,1,1,2,3,Reserve Now
BELINA,dog,Food,NutriSource,NupNS2292,0.0,16,13,3,1,0,1,Available
BELINA,dog,Food,NutriSource,NupNS3297,0.0,14,11,3,0,0,0,
BELINA,dog,Food,NutriSource,NupNS2296,1.0,33,30,4,6,1,7,Reserve Now
BELINA,dog,Food,NutriSource,NupNS1295,-1.0,65,55,9,6,3,9,Reserve Now
BELINA,dog,Food,NutriSource,NupNS4269,0.0,12,11,1,0,0,0,
BELINA,dog,Food,NutriSource,NupNS3282,0.0,10,8,2,0,0,0,
BELINA,dog,Food,NutriSource,NupNS2281,0.0,9,7,2,1,0,1,Available
nan,,,nan,NupNS3304,0.0,0,0,0,0,0,0,
nan,,,nan,NupNS2303,0.0,0,0,0,0,0,0,
nan,,,nan,NupNS1302,0.0,0,0,0,0,0,0,
BELINA,dog,Food,NutriSource,NupNS3301,0.0,8,5,3,1,1,2,Available
BELINA,dog,Food,NutriSource,NupNS2300,1.0,10,11,0,0,1,1,Reserve Now
nan,,,nan,NupNS1299,0.0,0,0,0,0,0,0,
BELINA,dog,Food,NutriSource,NupNS3318,0.0,14,11,3,0,0,0,
BELINA,dog,Food,NutriSource,NupNS2317,0.0,25,23,2,4,0,4,Reserve Now
BELINA,dog,Food,NutriSource,NupNS3312,0.0,14,12,2,4,0,4,Reserve Now
BELINA,dog,Food,NutriSource,NupNS2311,0.0,15,14,1,2,0,2,Reserve Now
nan,,,nan,NupNS1310,0.0,0,0,0,0,0,0,
BELINA,dog,Food,NutriSource,NupNS3315,0.0,7,4,3,0,0,0,
BELINA,dog,Food,NutriSource,NupNS2314,0.0,6,3,3,0,1,1,Available
nan,,,nan,NupNS1313,0.0,0,0,0,0,0,0,
BELINA,dog,Food,NutriSource,NupNS4319,0.0,18,12,6,0,0,0,
nan,,,nan,NupNS4320,0.0,0,0,0,0,0,0,
nan,,,nan,WHgWK6241,0.0,0,0,0,0,0,0,
nan,,,nan,WHgWK6238,0.0,0,0,0,0,0,0,
BELINA,dog,Food,NutriSource,NupNS1298,0.0,17,15,2,1,0,1,Available
nan,,,nan,WHgWK3243,0.0,0,0,0,0,0,0,
nan,,,nan,WHgWK3244,0.0,0,0,0,0,0,0,
nan,,,nan,WHgWK6245,0.0,0,0,0,0,0,0,
Nestle,dog,Food,Dog Chow,PupCH221,0.0,7,7,0,1,0,1,Reserve Now
Nestle,dog,Food,Dog Chow,PupCH344,0.0,4,3,1,0,0,0,
Nestle,dog,Food,Dog Chow,PupCH343,0.0,6,6,0,0,0,0,
Nestle,dog,Food,Dog Chow,PupCH345,0.0,10,9,1,1,0,1,Reserve Now
Nestle,dog,Food,Alpo,PupAL348,0.0,2,1,1,0,0,0,
Nestle,cat,Food,Cat Chow,PugCH350,0.0,15,13,2,1,0,1,Available
Nestle,cat,Food,Cat Chow,PugCH349,0.0,10,8,2,0,0,0,
Nestle,dog,Food,Dog Chow,PupCH223,0.0,2,1,1,0,0,0,
Nestle,dog,Food,Beneful,PupBE215,0.0,14,14,0,3,0,3,Reserve Now
Nestle,dog,Food,Beneful,PupBE340,0.0,3,2,1,0,0,0,
nan,,,nan,PupBE341,0.0,0,0,0,0,0,0,
nan,,,nan,PEpPg1231,0.0,0,0,0,0,0,0,
nan,,,nan,PEpPg2230,0.0,0,0,0,0,0,0,
nan,,,nan,PEpPg6212,0.0,0,0,0,0,0,0,
nan,,,nan,PEpPg6221,0.0,0,0,0,0,0,0,
nan,,,nan,PEpPg4213,0.0,0,0,0,0,0,0,
Repagro,dog,Food,MasQPets,MapQP3738,3.0,55,52,6,4,0,4,Available
Repagro,dog,Food,MasQPets,MapQP3739,-1.0,39,32,6,0,0,0,
nan,,,nan,PEpPg6219,0.0,0,0,0,0,0,0,
nan,,,nan,PEpPg6220,0.0,0,0,0,0,0,0,
Repagro,dog,Food,MasQPets,MapQP3753,1.0,49,48,2,1,1,2,Reserve Now
nan,,,nan,PEpPg6222,0.0,0,0,0,0,0,0,
nan,,,nan,PEpPg6223,0.0,0,0,0,0,0,0,
nan,,,nan,PEpPg4224,0.0,0,0,0,0,0,0,
nan,,,nan,PEpPg6226,0.0,0,0,0,0,0,0,
nan,,,nan,PEpPg6227,0.0,0,0,0,0,0,0,
Repagro,dog,Food,MasQPets,MapQP3736,0.0,48,37,11,3,1,4,Available
Repagro,dog,Food,MasQPets,MapQP1737,0.0,48,42,6,0,0,0,
Repagro,dog,Food,MasQPets,MapQP1744,-1.0,26,25,0,0,1,1,Reserve Now
Repagro,dog,Food,MasQPets,MapQP1746,-3.0,8,4,1,0,0,0,
Repagro,dog,Food,MasQPets,MapQP1752,-2.0,82,76,4,2,0,2,Available
Repagro,cat,Higiene,MasQPets,MagQP1757,0.0,13,12,1,2,0,2,Reserve Now
nan,,,nan,PugFX353,0.0,0,0,0,0,0,0,
nan,,,nan,PugFX354,0.0,0,0,0,0,0,0,
nan,,,nan,PugFX355,0.0,0,0,0,0,0,0,
nan,,,nan,PugPP3456,0.0,1,1,0,0,0,0,
nan,,,nan,PugPP3457,0.0,2,2,0,0,0,0,
nan,,,nan,PugPP3458,2.0,3,5,0,0,0,0,
nan,,,nan,PugFX363,0.0,0,0,0,0,0,0,
nan,,,nan,PugPP3459,1.0,1,1,1,0,0,0,
Yanyunis,cat,Food,Diamond Naturals,DigDN3197,-1.0,8,5,2,0,1,1,Available
Yanyunis,cat,Food,Diamond Naturals,DigDN2198,0.0,5,3,2,0,0,0,
Yanyunis,cat,Food,Diamond Naturals,DigDN3199,0.0,5,4,1,0,0,0,
Yanyunis,cat,Food,Diamond Naturals,DigDN2200,0.0,4,3,1,0,0,0,
Yanyunis,dog,Food,Diamond Naturals,DipDN3162,0.0,6,4,2,1,0,1,Available
Yanyunis,dog,Food,Diamond Naturals,DipDN2163,0.0,9,9,0,1,0,1,Reserve Now
Yanyunis,dog,Food,Diamond Naturals,DipDN3167,0.0,10,7,3,1,0,1,Available
Yanyunis,dog,Food,Diamond Naturals,DipDN2168,0.0,7,7,0,0,0,0,
Yanyunis,dog,Food,Diamond Naturals,DipDN1169,0.0,3,1,2,0,0,0,
Yanyunis,dog,Food,Diamond Naturals,DipDN2171,0.0,1,0,1,0,0,0,
nan,,,nan,DipDN1172,0.0,0,0,0,0,0,0,
Yanyunis,dog,Food,Diamond Naturals,DipDN3173,0.0,3,1,2,0,0,0,
Yanyunis,dog,Food,Diamond Naturals,DipDN2174,0.0,4,2,2,0,0,0,
Yanyunis,dog,Food,Diamond Naturals,DipDN1176,0.0,6,5,1,0,0,0,
Yanyunis,dog,Food,Diamond Naturals,DipDN1178,0.0,34,30,4,2,2,4,Reserve Now
Yanyunis,dog,Food,Diamond Naturals,DipDi1179,0.0,11,10,1,2,1,3,Reserve Now
Yanyunis,dog,Food,Diamond Naturals,DipDi1180,0.0,3,2,1,1,0,1,Reserve Now
nan,,,nan,DipDi1181,0.0,0,0,0,0,0,0,
nan,,,nan,DipDi1182,0.0,0,0,0,0,0,0,
nan,,,nan,DipDi1183,0.0,0,0,0,0,0,0,
Yanyunis,dog,Food,Diamond Naturals,DipDi3184,1.0,13,12,2,0,0,0,
Yanyunis,dog,Food,Diamond Naturals,DipDi2185,0.0,12,9,3,1,0,1,Available
Yanyunis,dog,Food,Diamond Naturals,DipDi1187,0.0,31,28,3,3,1,4,Reserve Now
Yanyunis,dog,Food,Diamond Naturals,DipDN2165,0.0,3,2,1,0,0,0,
Yanyunis,dog,Food,Diamond Naturals,DipDN1166,0.0,13,11,2,2,1,3,Reserve Now
BELINA,cat,Food,Balance,BagBA3378,0.0,9,7,2,0,0,0,
BELINA,cat,Food,Balance,BagBA2370,0.0,6,4,2,1,0,1,Available
BELINA,cat,Food,Balance,BagBA3376,-1.0,5,3,1,0,0,0,
BELINA,cat,Food,Balance,BagBA3377,2.0,10,9,3,1,0,1,Available
BELINA,cat,Food,Balance,BagBA3384,0.0,7,5,2,0,0,0,
BELINA,cat,Food,Balance,BagBA2382,0.0,4,4,0,0,1,1,Reserve Now
Repagro,cat,Higiene,Canada Litter,NOgCL1767,2.0,66,60,8,7,2,9,Reserve Now
Repagro,cat,Higiene,Canada Litter,NOgCL2771,-2.0,29,23,4,1,0,1,Available
nan,,,nan,PugFX6108,-6.0,6,0,0,0,0,0,
nan,,,nan,BapBA5339,0.0,0,0,0,0,0,0,
nan,,,nan,BapBA3349,0.0,0,0,0,0,0,0,
BELINA,dog,Food,Balance,BapBA2350,2.0,26,23,5,0,2,2,Available
nan,,,nan,BapBA3348,0.0,0,0,0,0,0,0,
BELINA,dog,Food,Balance,BapBA2351,0.0,5,4,1,0,0,0,
BELINA,dog,Food,Balance,BapBA2353,0.0,13,12,1,0,0,0,
BELINA,dog,Food,Balance,BapBA2361,0.0,5,4,1,0,0,0,
BELINA,dog,Food,Balance,BapBA2381,0.0,2,2,0,0,0,0,
nan,,,nan,BapBA3364,0.0,0,0,0,0,0,0,
BELINA,dog,Food,Balance,BapBA2363,0.0,7,6,1,0,0,0,
BELINA,dog,Food,Balance,BapBA2380,0.0,20,20,0,3,0,3,Reserve Now
BELINA,dog,Food,Balance,BapBA3366,0.0,7,3,4,0,0,0,
BELINA,dog,Food,Balance,BapBA2365,-1.0,7,3,3,2,1,3,Reserve Now
BELINA,dog,Food,Balance,BapBA2379,0.0,20,17,3,3,0,3,Reserve Now
nan,,,nan,BapBA3389,0.0,0,0,0,0,0,0,
BELINA,dog,Food,Balance,BapBA2386,0.0,4,3,1,0,0,0,
BELINA,dog,Food,Balance,BapBA2387,0.0,13,11,2,1,1,2,Reserve Now
Nestle,dog,Food,Dentalife,PupDL5463,-1.0,20,16,3,0,0,0,
nan,,,nan,BapBA3341,0.0,0,0,0,0,0,0,
BELINA,dog,Food,Balance,BapBA2340,0.0,7,7,0,1,0,1,Reserve Now
BELINA,dog,Food,Balance,BapBA2343,0.0,13,11,2,0,0,0,
BELINA,dog,Food,Balance,BapBA2358,0.0,7,6,1,0,0,0,
BELINA,dog,Food,Balance,BapBA2359,-1.0,7,5,1,0,0,0,
nan,,,nan,PupBE338,0.0,0,0,0,0,0,0,
Nestle,dog,Food,Beneful,PupBE327,0.0,3,1,2,0,0,0,
Nestle,dog,Food,Beneful,PupBE212,0.0,5,3,2,0,0,0,
nan,,,nan,PupBE339,0.0,0,0,0,0,0,0,
nan,,,nan,PupBE328,-1.0,1,0,0,0,0,0,
Nestle,dog,Food,Beneful,PupBE213,0.0,14,11,3,1,1,2,Available
nan,,,nan,PupBE13,0.0,2,2,0,0,0,0,
nan,,,nan,PugFF4102,6.0,12,18,0,0,0,0,
nan,,,nan,PugFF4104,-8.0,15,7,0,0,0,0,
nan,,,nan,PugFF4103,-10.0,27,5,12,0,0,0,
Nestle,dog,Food,Pro Plan,PupPP3425,1.0,20,20,1,3,1,4,Reserve Now
Nestle,dog,Food,Pro Plan,PupPP3427,-2.0,10,7,1,0,0,0,
Nestle,dog,Food,Pro Plan,PupPP1408,0.0,9,7,2,2,0,2,Reserve Now
nan,,,nan,PupPP3433,0.0,1,0,1,0,0,0,
Nestle,dog,Food,Pro Plan,PupPP3429,0.0,10,7,3,1,0,1,Available
Nestle,dog,Food,Pro Plan,PupPP2419,2.0,15,15,2,3,0,3,Reserve Now
Nestle,dog,Food,Pro Plan,PupPP1405,-1.0,21,18,2,2,0,2,Reserve Now
nan,,,nan,PupPP1413,0.0,0,0,0,0,0,0,
Nestle,dog,Food,Pro Plan,PupPP1406,2.0,35,31,6,7,0,7,Reserve Now
Nestle,dog,Food,Pro Plan,PupPP2422,0.0,35,31,4,3,0,3,Available
Nestle,dog,Food,Pro Plan,PupPP2421,-1.0,24,18,5,2,0,2,Available
Nestle,dog,Food,Pro Plan,PupPP3438,1.0,16,12,5,1,0,1,Available
nan,,,nan,PupPP1414,0.0,0,0,0,0,0,0,
Nestle,dog,Food,Pro Plan,PupPP1407,1.0,33,29,5,4,0,4,Available
Nestle,dog,Food,Pro Plan,PupPP1409,0.0,22,14,8,2,2,4,Available
Nestle,dog,Food,Pro Plan,PupPP3434,0.0,4,3,1,0,0,0,
Nestle,dog,Food,Pro Plan,PupPP1410,3.0,42,39,6,4,1,5,Available
Nestle,dog,Food,Pro Plan,PupPP3439,-2.0,7,1,4,1,0,1,Available
nan,,,nan,PupPP3431,0.0,1,1,0,0,0,0,
Nestle,dog,Food,Pro Plan,PupPP1411,-1.0,18,16,1,2,0,2,Reserve Now
Nestle,dog,Food,Pro Plan,PupPP1412,0.0,8,6,2,1,1,2,Reserve Now
nan,,,nan,PupPP2420,-2.0,3,1,0,0,0,0,
Nestle,dog,Food,Pro Plan,PupPP3428,1.0,11,9,3,0,0,0,
Nestle,dog,Food,Pro Plan,PupPP2418,1.0,12,8,5,0,1,1,Available
Nestle,dog,Food,Pro Plan,PupPP3437,1.0,9,7,3,0,0,0,
nan,,,nan,PupPP3426,-1.0,1,0,0,0,0,0,
Herrera & Elizondo,cat,Food,1st CHOICE,1sgFC2785,0.0,9,5,4,2,0,2,Available
Herrera & Elizondo,cat,Food,1st CHOICE,1sgFC3779,0.0,21,15,6,0,0,0,
nan,,,nan,1sgFC2778,0.0,0,0,0,0,0,0,
Herrera & Elizondo,cat,Food,1st CHOICE,1sgFC3776,0.0,6,1,5,0,0,0,
Herrera & Elizondo,cat,Food,1st CHOICE,1sgFC2774,1.0,4,3,2,0,1,1,Available
Herrera & Elizondo,cat,Food,1st CHOICE,1sgFC3783,0.0,15,13,2,0,1,1,Available
Herrera & Elizondo,cat,Food,1st CHOICE,1sgFC2781,0.0,20,16,4,3,0,3,Available
Herrera & Elizondo,cat,Food,1st CHOICE,1sgFC3793,0.0,8,3,5,1,1,2,Available
Herrera & Elizondo,cat,Food,1st CHOICE,1sgFC2792,-1.0,11,8,2,0,0,0,
Herrera & Elizondo,cat,Food,1st CHOICE,1sgFC3790,0.0,31,28,3,2,0,2,Available
Herrera & Elizondo,dog,Food,1st CHOICE,1spFC3820,0.0,18,13,5,4,0,4,Available
Herrera & Elizondo,dog,Food,1st CHOICE,1spFC1818,0.0,7,4,3,1,0,1,Available
Herrera & Elizondo,dog,Food,1st CHOICE,1spFC3805,0.0,10,6,4,0,0,0,
Herrera & Elizondo,dog,Food,1st CHOICE,1spFC1803,0.0,35,33,2,4,0,4,Reserve Now
nan,,,nan,1spFC2800,0.0,0,0,0,0,0,0,
nan,,,nan,1spFC1799,0.0,1,1,0,0,0,0,
nan,,,nan,PugTC526,0.0,0,0,0,0,0,0,
nan,,,nan,PugTC518,0.0,0,0,0,0,0,0,
nan,,,nan,PugTC525,0.0,0,0,0,0,0,0,
nan,,,nan,InpIT3914,0.0,0,0,0,0,0,0,
nan,,,nan,InpIT2859,0.0,0,0,0,0,0,0,
nan,,,nan,InpIT2857,0.0,0,0,0,0,0,0,
Provetcre,dog,Food,Instinct,InpIT3915,0.0,0,0,0,0,0,0,
nan,,,nan,InpIT3916,0.0,0,0,0,0,0,0,
nan,,,nan,InpIT2861,0.0,0,0,0,0,0,0,
nan,,,nan,InpIT3913,0.0,0,0,0,0,0,0,
nan,,,nan,InpIT2858,0.0,0,0,0,0,0,0,
nan,,,nan,InpIT2855,0.0,0,0,0,0,0,0,
nan,,,nan,InpIT3902,0.0,0,0,0,0,0,0,
nan,,,nan,InpIT2866,0.0,1,1,0,0,0,0,
nan,,,nan,InpIT3918,0.0,0,0,0,0,0,0,
nan,,,nan,InpIT2863,0.0,0,0,0,0,0,0,
nan,,,nan,InpIT2846,0.0,0,0,0,0,0,0,
nan,,,nan,InpIT3917,0.0,0,0,0,0,0,0,
nan,,,nan,InpIT2869,0.0,0,0,0,0,0,0,
nan,,,nan,InpIT2862,0.0,0,0,0,0,0,0,
nan,,,nan,InpIT3905,0.0,0,0,0,0,0,0,
nan,,,nan,InpIT2851,0.0,0,0,0,0,0,0,
nan,,,nan,InpIT2852,0.0,0,0,0,0,0,0,
nan,,,nan,InpIT3907,0.0,0,0,0,0,0,0,
nan,,,nan,InpIT2854,0.0,0,0,0,0,0,0,
nan,,,nan,IngIT3921,0.0,0,0,0,0,0,0,
nan,,,nan,IngIT3923,0.0,0,0,0,0,0,0,
nan,,,nan,IngIT3922,0.0,0,0,0,0,0,0,
nan,,,nan,IngIT2868,0.0,0,0,0,0,0,0,
nan,,,nan,IngIT3928,0.0,0,0,0,0,0,0,
nan,,,nan,IngIT2870,0.0,0,0,0,0,0,0,
nan,,,nan,InpIT2850,0.0,0,0,0,0,0,0,
nan,,,nan,DrpDZ11021,0.0,0,0,0,0,0,0,
Herrera & Elizondo,dog,Pharmacy,Buddy Tabs,BupBT11022,0.0,14,12,2,1,0,1,Available
Herrera & Elizondo,dog,Pharmacy,Buddy Tabs,BupBT11024,0.0,8,6,2,0,0,0,
Herrera & Elizondo,dog,Pharmacy,Buddy Tabs,BupBT11023,0.0,8,3,5,0,0,0,
Herrera & Elizondo,cat,Pharmacy,KittyAid,KigKA11026,0.0,3,2,1,0,0,0,
Herrera & Elizondo,cat,Pharmacy,KittyAid,KigKA11025,0.0,4,1,3,1,0,1,Available
Herrera & Elizondo,cat,Pharmacy,KittyAid,KigKA11027,0.0,12,9,3,1,0,1,Available
Herrera & Elizondo,cat,Pharmacy,QualiVet,QugQV11028,0.0,0,0,0,0,0,0,
Herrera & Elizondo,dog,Pharmacy,QualiVet,QupQV11029,0.0,2,1,1,0,0,0,
Herrera & Elizondo,dog,Pharmacy,QualiVet,QupQV11030,0.0,3,3,0,0,0,0,
nan,,,nan,QupQV11031,0.0,0,0,0,0,0,0,
OKAP,dog,Accessories,OKAP,OKpOK2935,5.0,3,8,0,0,0,0,
PetAppetit,dog,Food,PetAppetit,PACK1P,2.0,1,3,0,0,2,2,Reserve Now
PetAppetit,dog,Food,PetAppetit,PACK1F,3.0,0,3,0,0,0,0,
PetAppetit,dog,Food,PetAppetit,PACKP1P,4.0,0,4,0,0,0,0,
PetAppetit,dog,Food,PetAppetit,PACKP1F,3.0,0,3,0,0,0,0,
PetAppetit,dog,Food,PetAppetit,PACK4M,2.0,0,2,0,0,0,0,
PetAppetit,dog,Food,PetAppetit,PACK4MF,0.0,0,0,0,0,0,0,
nan,,,nan,VipBL11033,0.0,0,0,0,0,0,0,
PetAppetit,cat,Food,PetAppetit,PACK2P,1.0,0,1,0,0,0,0,
PetAppetit,cat,Food,PetAppetit,PACK2A,1.0,0,1,0,0,0,0,
nan,,,nan,PEpPg1234,0.0,0,0,0,0,0,0,
Bagheera,dog,Accessories,Baghera,BapBG11038,2.0,0,2,0,0,0,0,
Bagheera,dog,Accessories,Baghera,BapBG11034,0.0,0,0,0,0,0,0,
Bagheera,dog,Accessories,Baghera,BapBG11035,0.0,0,0,0,0,0,0,
Bagheera,dog,Accessories,Baghera,BapBG11036,0.0,0,0,0,0,0,0,
Bagheera,dog,Accessories,Baghera,BapBG11037,0.0,0,0,0,0,0,0,
Herrera & Elizondo,dog,Pharmacy,Nexdgard,NepNX1989,0.0,48,23,25,3,0,3,Available
nan,,,nan,RupRW81194,0.0,1,1,0,0,0,0,
nan,,,nan,RupRW81198,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW81199,0.0,0,0,0,0,0,0,
nan,,,nan,RupRWA1215,0.0,0,0,0,0,0,0,
nan,,,nan,DopDG81239,0.0,0,0,0,0,0,0,
nan,,,nan,ChpCI81244,0.0,0,0,0,0,0,0,
nan,,,nan,ChpCI81247AN,0.0,0,0,0,0,0,0,
nan,,,nan,RopRC31329,0.0,0,0,0,0,0,0,
Suplidora Royal,dog,Food,Royal Canin,RopRC31327,0.0,1,0,1,0,0,0,
nan,,,nan,RopRC21328,0.0,0,0,0,0,0,0,
Suplidora Royal,dog,Food,Royal Canin,RopRC31326,0.0,6,3,3,0,1,1,Available
Suplidora Royal,dog,Food,Royal Canin,RopRC31390,0.0,4,4,0,0,1,1,Reserve Now
nan,,,nan,RopRC31323,0.0,2,0,2,0,0,0,
nan,,,nan,RopRC31324,0.0,0,0,0,0,0,0,
nan,,,nan,RopRC31322,0.0,0,0,0,0,0,0,
nan,,,nan,RopRC31316,0.0,0,0,0,0,0,0,
nan,,,nan,RopRC31317,0.0,0,0,0,0,0,0,
nan,,,nan,RopRC31385,0.0,0,0,0,0,0,0,
Suplidora Royal,dog,Food,Royal Canin,RopRC31386,0.0,12,10,2,1,1,2,Reserve Now
nan,,,nan,RupRW91120,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW91128,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW91136,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW91145,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW91153,0.0,0,0,0,0,0,0,
nan,,,nan,RopRC31301,0.0,0,0,0,0,0,0,
nan,,,nan,RopRC21302,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW91121,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW91129,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW91146,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW91154,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW91130,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW91138,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW91147,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW91155,0.0,0,0,0,0,0,0,
nan,,,nan,RopRC31430,0.0,0,0,0,0,0,0,
nan,,,nan,RopRC31431,0.0,0,0,0,0,0,0,
Suplidora Royal,cat,Food,Royal Canin,RogRC31345,0.0,1,1,0,0,0,0,
Suplidora Royal,cat,Food,Royal Canin,RogRC21361,0.0,10,9,1,0,0,0,
nan,,,nan,RogRC31339,0.0,0,0,0,0,0,0,
Suplidora Royal,cat,Food,Royal Canin,RogRC31340,1.0,1,2,0,1,0,1,Reserve Now
nan,,,nan,RogRC31331,0.0,0,0,0,0,0,0,
Suplidora Royal,cat,Food,Royal Canin,RogRC31375,0.0,7,7,0,0,0,0,
nan,,,nan,RogRC61367,0.0,0,0,0,0,0,0,
nan,,,nan,RogRC61412,0.0,0,0,0,0,0,0,
nan,,,nan,RopRC61403,0.0,0,0,0,0,0,0,
nan,,,nan,RopRC61402,0.0,0,0,0,0,0,0,
nan,,,nan,RopRC21303,0.0,0,0,0,0,0,0,
nan,,,nan,RopRC31330,0.0,0,0,0,0,0,0,
nan,,,nan,RogRC21362,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW91144,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW91152,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW91124,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW91132,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW91140,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW91148,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW91156,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW91125,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW91133,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW91141,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW91149,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW91157,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW91126,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW91134,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW91142,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW91150,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW91158,0.0,0,0,0,0,0,0,
nan,,,nan,RupRW91137,0.0,0,0,0,0,0,0,
nan,,,nan,RopRC31406,0.0,0,0,0,0,0,0,
nan,,,nan,RopRC31325,0.0,0,0,0,0,0,0,
VETIM SA,cat,Food,Science Diet,ScgSD31576,0.0,16,6,10,1,0,1,Available
VETIM SA,cat,Food,Science Diet,ScgSD31577,0.0,27,22,5,1,0,1,Available
VETIM SA,cat,Food,Science Diet,ScgSD31578,-2.0,15,10,3,1,0,1,Available
VETIM SA,cat,Food,Science Diet,ScgSD31584,0.0,6,5,1,0,0,0,
VETIM SA,cat,Food,Science Diet,ScgSD31588,0.0,9,7,2,0,0,0,
VETIM SA,cat,Food,Science Diet,ScgSD31589,0.0,3,2,1,0,0,0,
VETIM SA,dog,Food,Science Diet,ScpSD31518,0.0,23,14,9,2,0,2,Available
VETIM SA,dog,Food,Science Diet,ScpSD21519,0.0,23,20,3,1,1,2,Available
VETIM SA,dog,Food,Science Diet,ScpSD31527,-1.0,27,23,3,2,1,3,Reserve Now
VETIM SA,dog,Food,Science Diet,ScpSD21528,0.0,42,34,8,4,1,5,Available
VETIM SA,dog,Food,Science Diet,ScpSD21536,2.0,4,3,3,0,0,0,
VETIM SA,dog,Food,Science Diet,ScpSD31554,0.0,21,17,4,1,0,1,Available
VETIM SA,dog,Food,Science Diet,ScpSD21555,1.0,14,12,3,0,0,0,
VETIM SA,dog,Food,Science Diet,ScpSD31525,0.0,20,17,3,2,0,2,Available
nan,,,nan,PACK2M,22.0,0,22,0,0,0,0,
nan,,,nan,Packtobi001,0.0,0,0,0,0,0,0,
